stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type
20522,20522,Entrada Granabastos,10.887832,-74.803852,,0
20525,20525,Carrera 8 con Calle 34,10.946428,-74.788717,,0
20526,20526,Carrera 8 Con Calle 31,10.94677,-74.785825,,0
20527,20527,Centro Comercial Exito Panorama,10.944842,-74.784343,,0
20528,20528,Carrera 6B con Calle 31 Nacional de Chocolate,10.94294,-74.785247,,0
20529,20529,Carrera 6B No 33 - 76,10.942972,-74.786828,,0
20530,20530,Carrera 6B Con Calle 36B Fren Drogas Las Palmas,10.942057,-74.791518,,0
20531,20531,Carrera 6B No 38B - 02,10.941757,-74.793893,,0
20533,20533,Calle 57 Con Carrera 3 Las Cuatro Villas,10.89342,-74.793272,,0
20534,20534,Carrera 3 No 56C - 21 Iglesia Movimiento Misionero,10.892867,-74.792117,,0
20535,20535,Carrera 3 No 54C - 03 Tienda El Milagro,10.892803,-74.790272,,0
20536,20536,Calle 54B Trv 2D10 - 19,10.891348,-74.789497,,0
20537,20537,Calle 54B Con Carrera 2F  Iglesia,10.891917,-74.7896,,0
20538,20538,Carrera 3 No. 55 - 16,10.892782,-74.79065,,0
20539,20539,Carrera 3 No. 56 - 142,10.892948,-74.792595,,0
20540,20540,Calle 40 No- 14 - 68,10.910197,-74.779408,,0
20541,20541,Carrera 15B con Calle 43C Esq,10.911737,-74.78111,,0
20542,20542,Carrera 15B con Cale 44D Esq,10.912173,-74.782353,,0
20543,20543,Diagonal 43 No. 14 -191,10.910947,-74.781757,,0
20544,20544,Diagonal 43 no. 14 -29,10.909697,-74.780937,,0
20545,20545,Calle 54 No. 8A - 03 Misionera del divino maestro,10.901935,-74.790852,,0
20546,20546,Carrera 8 No. 52A - 15,10.901947,-74.789347,,0
20547,20547,Carrera 7A No. 50C - 21,10.901785,-74.787425,,0
20549,20549,Carrera 6C No. 47 - 51,10.90106,-74.783673,,0
20550,20550,Calle 47 No. 5B - 69,10.899877,-74.782968,,0
20551,20551,Calle 47 No. 5B - 16,10.899358,-74.782847,,0
20552,20552,Calle 47 No. 6A - 22,10.900828,-74.783167,,0
20553,20553,Carrera 5 No 47C - 08,10.90098,-74.784192,,0
20554,20554,Calle 48 No. 6 E - 22,10.9017,-74.785527,,0
20555,20555,Carrera 7A No. 50 B 11,10.901863,-74.787075,,0
20556,20556,Carrera 8 No. 53 A Esq. Hospital materno infantil,10.90196,-74.789625,,0
20557,20557,Calle 54 No. 8B - 16,10.902397,-74.79088,,0
20558,20558,Calle 54 No. 11 - 18,10.904798,-74.791417,,0
20559,20559,Calle 54 con Carrera 13CB ESQ EL GRAN PERCAL,10.90627,-74.791748,,0
20560,20560,Carrera 6 con Calle 92 CANAC,10.944378,-74.825675,,0
20561,20561,Carrera 40 No. 38 - 25,10.980025,-74.781447,,0
20562,20562,Carrera 40 No. 36 - 25,10.97969,-74.780415,,0
20563,20563,Carrera 40 No. 35 - 25,10.979358,-74.779583,,0
20564,20564,Carrera 43 No. 35 - 38,10.981448,-74.779293,,0
20565,20565,Carrera 43 No. 36 - 30,10.98163,-74.78013,,0
20566,20566,Carrera 46 Con Calle 90 Uniautonoma Sur,11.003378,-74.824262,,0
20567,20567,Club Campestre,11.017588,-74.852857,,0
20568,20568,Calle 86 con Carrera 73 Esq,11.018875,-74.810955,,0
20569,20569,Calle 85 No. 81 - 32,11.026025,-74.804157,,0
20570,20570,Calle 80 No 65 - 45,11.01224,-74.806352,,0
20572,20572,Calle 37C No 3D-04,10.938568,-74.791708,,0
20573,20573,Carrera 1H con Calle 37F esq,10.933207,-74.793172,,0
20574,20574,Carrera 19 C con Calle 21 C,11.031387,-74.873157,,0
20576,20576,Universidad Antonio Nariño,11.019987,-74.870365,,0
20577,20577,Avenida circunvalar oreja del puente,10.932307,-74.782143,,0
20578,20578,Carrera 39 C No. 18H - 17,10.937393,-74.779025,,0
20579,20579,Carrera 39C  con Calle 32,10.936543,-74.77692,,0
20580,20580,Carrera 39C No. 28 - 109,10.9359,-74.775368,,0
20581,20581,Carrera 39C No. 27C - 13,10.935152,-74.773565,,0
20582,20582,Calle 27C con Carrera 39,10.933992,-74.772872,,0
20583,20583,Calle 27C con Carrera 25,10.931608,-74.773322,,0
20584,20584,Calle 27C con Carrera 23 Esq.,10.929158,-74.773778,,0
20585,20585,Calle 19 con Carrera 1E,10.936397,-74.780392,,0
20586,20586,Carrera 39 Con Calle 21B,10.934385,-74.766965,,0
20588,20588,Calle 90 - 3 Sur 36 ,10.933027,-74.8246,,0
20589,20589,Carrera 6A Sur No 90 -56,10.93181,-74.82525,,0
20590,20590,Carrera 4 Sur No 98 - 136,10.93278,-74.829912,,0
20591,20591,Calle 107 No 4 Sur - 15,10.933343,-74.833458,,0
20592,20592,Carrera 4 Sur No. 99C - 77,10.933253,-74.83255,,0
20593,20593,Carrera 4 sur con calle 96,10.93283,-74.827703,,0
20594,20594,Carrera 4 Sur No. 91 - 27,10.932717,-74.825908,,0
20595,20595,Calle 91 con Carrera 2B Esq,10.93677,-74.82493,,0
20597,20597,Calle 94 No. 5B - 22,10.943548,-74.826558,,0
20598,20598,Carulla Las Dunas,11.019047,-74.864892,,0
20600,20600,Carrera 2 con Calle 80,10.936287,-74.821512,,0
20602,20602,Calle 80 No. 1 - 17,10.93366,-74.820983,,0
20603,20603,Calle 78 con Carrera 2 Sur,10.931725,-74.819082,,0
20604,20604,Carrera 5 Sur mega colegio,10.931035,-74.821485,,0
20605,20605,Carrera 2 Sur No. 80 - 80,10.933182,-74.821945,,0
20606,20606,Carrera 2 Sur No 88 - 68,10.933558,-74.823372,,0
20607,20607,Calle 78 con Carrera 3 sur Camino Santa Maria,10.930465,-74.818995,,0
20608,20608,Calle 60 No. 45 - 57,10.990025,-74.795728,,0
20609,20609,Calle 61 No. 44 - 19,10.988078,-74.79708,,0
20610,20610,Calle 61 No. 41 - 71,10.985537,-74.797795,,0
20611,20611,Calle 61 No. 37 - 23,10.98304,-74.799315,,0
20613,20613,Calle 61 No. 31-11 Frente a la tienda La Preferida,10.978438,-74.801692,,0
20614,20614,Calle 61 No. 27 - 59,10.976123,-74.803017,,0
20616,20616,Calle 61 No. 24 - 29,10.971757,-74.803563,,0
20617,20617,Calle 61 No. 21B - 57,10.96917,-74.803658,,0
20618,20618,Calle 60 No. 20B - 07 Esquina,10.967227,-74.80339,,0
20619,20619,Calle 60 No. 18 - 45,10.964842,-74.80418,,0
20620,20620,Calle 60 No. 15 - 25,10.961865,-74.80594,,0
20621,20621,Carrera 14 No. 57 - 49,10.959957,-74.806052,,0
20622,20622,Carrera 14 con calle 56A,10.958948,-74.803842,,0
20623,20623,Carrera 13 No. 56A - 18,10.95786,-74.80514,,0
20624,20624,Carrera 14 No. 53D - 34,10.959328,-74.80482,,0
20625,20625,Carrera 14 No. 57 - 46,10.959983,-74.80599,,0
20626,20626,Calle 60 No. 15 - 26,10.961862,-74.80584,,0
20627,20627,Calle 60 con Carrera 18 Esquina,10.964233,-74.804415,,0
20628,20628,Calle 60 No. 20B - 18,10.96727,-74.803315,,0
20630,20630,Calle 61 No. 23 - 10,10.970148,-74.803552,,0
20631,20631,Calle 61 No. 24 - 136,10.972732,-74.803432,,0
20632,20632,Calle 61 No. 26 - 14,10.974468,-74.803327,,0
20633,20633,Calle 61 No. 27 - 124 Autoservicio La Gloria,10.976558,-74.802785,,0
20634,20634,Calle 61 No. 31 - 52,10.97878,-74.801573,,0
20635,20635,Calle 61 No. 35 - 12,10.981428,-74.800193,,0
20636,20636,Calle 61 No. 37 - 44,10.983163,-74.799225,,0
20637,20637,Calle 61 No. 41 - 50,10.985472,-74.7978,,0
20638,20638,Calle 61 Con Carrera 44B,10.988985,-74.796833,,0
20639,20639,Carrera 4 Con Calle 71,10.889353,-74.810478,,0
20640,20640,Conjunto Residencial Parque 100,11.000593,-74.837017,,0
20641,20641,Calle 99C No. 43 - 150 Tarragona,11.003703,-74.836297,,0
20643,20643,Carrera 11 Con Calle 46,10.906155,-74.783343,,0
20644,20644,Carrera 14 No. 47A - 100,10.90856,-74.78632,,0
20645,20645,Carrera 14 Con Calle 50,10.908965,-74.787793,,0
20646,20646,Carrera 14 Con Calle 52,10.908023,-74.789378,,0
20650,20650,Carrera 24 con Calle 59,10.92152,-74.796022,,0
20651,20651,Carrera 24 Calle 57D,10.921237,-74.794565,,0
20652,20652,Carrera 24 Calle 55B,10.920945,-74.793112,,0
20653,20653,Carrera 24 Calle 54 Soledad,10.921297,-74.791322,,0
20654,20654,Carrera 24 Calle 48,10.92143,-74.789708,,0
20655,20655,Carrera 24 Calle 45A1 - 03,10.921263,-74.788557,,0
20656,20656,Calle 45 Carrera 25B - 70,10.922297,-74.787265,,0
20657,20657,Carrera 24 Calle 45A - 20,10.921298,-74.78853,,0
20658,20658,Carrera 24 Calle 44 Norte,10.921452,-74.789715,,0
20659,20659,Carrera 24 Calle 53 Esq Soledad,10.92151,-74.790858,,0
20660,20660,Carrera 24 Calle 54C,10.921133,-74.79225,,0
20661,20661,Calle 56 Carrera 22C,10.919863,-74.793343,,0
20662,20662,Calle 56 Carrera 20 Soledad,10.918265,-74.793335,,0
20663,20663,Carrera 18 Calle 56 - 46,10.917155,-74.79393,,0
20664,20664,Carrera 18 No 59 - 18,10.917143,-74.796177,,0
20665,20665,Carrera 18 No. 62 - 10,10.917132,-74.798233,,0
20666,20666,Calle 45 con Carrera 24B Esq,10.921752,-74.78763,,0
